City,State,Latitude,Longitude,UniqueFastFoodChains
Durango,CO,37.274127,-107.880484,1
Durango,CO,37.296223,-107.872362,1
Durant,OK,33.991121,-96.377859,1
Durant,OK,33.994287,-96.39042,1
Durant,OK,33.994958,-96.374867,1
Durant,OK,33.99893,-96.41356,1
Durham,CT,41.484822,-72.681752,1
Durham,NC,35.901329,-78.89044,1
Durham,NC,35.902321,-78.93948,1
Durham,NC,35.905216,-78.943939,1
Durham,NC,35.9455,-78.8385,1
Durham,NC,35.966313,-78.961052,1
Durham,NC,36.008757,-78.943551,1
Durham,NC,36.017874,-78.911675,1
Durham,NC,36.01977,-78.947328,1
Durham,NC,36.030453,-78.92837,1
Durham,NC,36.047314,-78.903245,1
Durham,NC,36.048952,-78.905792,1
Durham,NC,36.058624,-78.930378,1
Dwight,IL,41.112431,-88.414538,1
Dyersburg,TN,36.064968,-89.39576,1
Dyersburg,TN,36.066242,-89.395382,1
Eagle,CO,39.659695,-106.826035,1
Eagle,CO,39.70698,-106.84028,1
Eagle,ID,43.693428,-116.353552,1
Eagle Pass,TX,28.70574,-100.48395,1
Eagle River,AK,61.331815,-149.565417,1
Early,TX,31.743327,-98.944341,1
Easley,SC,34.82107,-82.590228,1
Easley,SC,34.825218,-82.559303,1
Easley,SC,34.835799,-82.618877,1
East Alton,IL,38.882098,-90.121278,1
East Alton,IL,38.882938,-90.121824,1
East Aurora,NY,42.767682,-78.629373,1
East Bernard,TX,29.39343,-96.0773,1
East Brunswick,NJ,40.447516,-74.395684,1
East Greenwich,RI,41.670461,-71.499516,1
East Hanover,NJ,40.80524,-74.3681,1
East Lansing,MI,42.726201,-84.480964,1
East Lansing,MI,42.73332,-84.47609,1
East Lansing,MI,42.760822,-84.50492,1
East Liverpool,OH,40.62539,-80.59109,1
East Liverpool,OH,40.66428,-80.62041,1
East Meadow,NY,40.723612,-73.570737,1
East Meadow,NY,40.72495,-73.54767,1
East Northport,NY,40.867109,-73.321775,1
East Orange,NJ,40.762234,-74.225783,1
East Orange,NJ,40.7623,-74.2125,1
East Peoria,IL,40.66816,-89.58274,1
East Peoria,IL,40.67705,-89.56172,1
East Peoria,IL,40.678631,-89.585925,1
East Saint Louis,IL,38.556871,-90.168708,1
East Syracuse,NY,43.058833,-76.063904,1
East Wareham,MA,41.757965,-70.659122,1
East Wareham,MA,41.758266,-70.659478,1
East Wareham,MA,41.759167,-70.662328,1
East Wareham,MA,41.759395,-70.663127,1
East Wenatchee,WA,47.406014,-120.286322,1
Easthampton,MA,42.269042,-72.67195,1
Eastland,TX,32.401088,-98.790162,1
Eastland,TX,32.401465,-98.791001,1
Easton,PA,40.6798,-75.2476,1
Eaton Rapids,MI,42.508938,-84.65599,1
Eatonton,GA,33.295471,-83.388788,1
Eatontown,NJ,40.302814,-74.06978,1
Eatontown,NJ,40.336635,-74.075661,1
Eau Claire,WI,44.777949,-91.431765,1
Eau Claire,WI,44.7849,-91.4631,1
Eau Claire,WI,44.792604,-91.51223,1
Eau Claire,WI,44.792727,-91.519312,1
Eau Claire,WI,44.792969,-91.513081,1
Eau Claire,WI,44.793612,-91.520618,1
Eau Claire,WI,44.798126,-91.465954,1
Eau Claire,WI,44.807994,-91.471747,1
Eau Claire,WI,44.841086,-91.524425,1
Eau Claire,WI,44.843003,-91.5954,1
Ebensburg,PA,40.47425,-78.74575,1
Ebensburg,PA,40.48025,-78.73658,1
Ecorse,MI,42.241696,-83.144578,1
Eddyville,KY,37.086838,-88.088922,1
Eden,NC,36.492133,-79.746476,1
Eden,TX,31.21746,-99.84532,1
Eden Prairie,MN,44.853033,-93.431919,1
Edgewater,FL,28.948032,-80.884441,1
Edgewater,FL,28.97232,-80.896092,1
Edgewater,MD,38.93232,-76.568046,1
Edgewater,MD,38.93978,-76.563816,1
Edgewood,MD,39.43401,-76.32035,1
Edinburg,TX,26.267809,-98.204225,1
Edinburg,TX,26.304057,-98.180001,1
Edison,NJ,40.524501,-74.389427,1
Edison,NJ,40.54433048,-74.33280945,1
Edmond,OK,35.609551,-97.464364,1
Edmond,OK,35.652151,-97.46391,1
Edmond,OK,35.652771,-97.463067,1
Edmond,OK,35.65315,-97.495,1
Edmond,OK,35.65588,-97.47493,1
Edmonton,KY,36.988799,-85.640746,1
Edna,TX,28.984005,-96.649937,1
Edwards,IL,40.776321,-89.751947,1
Edwardsville,IL,38.786379,-89.951197,1
Effingham,IL,39.125204,-88.55811,1
Effingham,IL,39.136689,-88.564198,1
Effingham,IL,39.137324,-88.564463,1
Effingham,IL,39.139264,-88.566112,1
Effingham,IL,39.140033,-88.566849,1
Effingham,IL,39.140232,-88.56615,1
El Cajon,CA,32.739923,-116.942156,1
El Cajon,CA,32.802064,-117.004318,1
El Cajon,CA,32.80498,-116.967009,1
El Cajon,CA,32.805945,-116.971542,1
El Cajon,CA,32.80823,-116.971375,1
El Cajon,CA,32.80827,-116.97137,1
El Cajon,CA,32.81951,-116.961817,1
El Cajon,CA,32.82659,-116.901694,1
El Campo,TX,29.180916,-96.260904,1
El Centro,CA,32.766766,-115.53066,1
El Cerrito,CA,37.902279,-122.30414,1
El Dorado,KS,37.825028,-96.849676,1
El Dorado Springs,MO,37.863651,-94.025335,1
El Monte,CA,34.06735361,-118.0264914,1
El Monte,CA,34.074814,-118.022407,1
El Monte,CA,34.075387,-118.022145,1
El Monte,CA,34.07886,-118.05328,1
El Monte,CA,34.092387,-118.026674,1
El Paso,IL,40.737017,-89.026139,1
El Paso,TX,31.680665,-106.313785,1
El Paso,TX,31.703856,-106.319325,1
El Paso,TX,31.72652,-106.3021,1
El Paso,TX,31.742009,-106.377783,1
El Paso,TX,31.752952,-106.344295,1
El Paso,TX,31.754262,-106.344422,1
El Paso,TX,31.761541,-106.268925,1
El Paso,TX,31.77405,-106.500189,1
El Paso,TX,31.775922,-106.379298,1
El Paso,TX,31.776714,-106.433291,1
El Paso,TX,31.78009,-106.50406,1
El Paso,TX,31.783593,-106.425728,1
El Paso,TX,31.785568,-106.413835,1
El Paso,TX,31.787478,-106.410762,1
El Paso,TX,31.79896,-106.39493,1
El Paso,TX,31.80161,-106.30395,1
El Paso,TX,31.805675,-106.404258,1
El Paso,TX,31.816812,-106.543191,1
El Paso,TX,31.829729,-106.527944,1
El Paso,TX,31.831673,-106.531539,1
El Paso,TX,31.833896,-106.538951,1
El Paso,TX,31.872382,-106.426598,1
El Paso,TX,31.88498,-106.418612,1
El Paso,TX,31.904294,-106.422444,1
El Paso,TX,31.938388,-106.407135,1
El Sobrante,CA,37.978821,-122.295056,1
Elberton,GA,34.102242,-82.850218,1
Elberton,GA,34.109957,-82.864359,1
Elgin,IL,42.025233,-88.338886,1
Elgin,IL,42.034792,-88.315298,1
Elgin,IL,42.035549,-88.314117,1
Elgin,IL,42.046284,-88.275732,1
Elgin,IL,42.05867763,-88.31790665,1
Elgin,IL,42.060156,-88.316094,1
Elgin,IL,42.060857,-88.315476,1
Elizabeth,PA,40.278776,-79.837097,1
Elizabeth City,NC,36.29255,-76.246254,1
Elizabeth City,NC,36.329474,-76.226337,1
Elizabethton,TN,36.351431,-82.232736,1
Elizabethtown,KY,37.675296,-85.902731,1
Elizabethtown,KY,37.706316,-85.844084,1
Elizabethtown,KY,37.710743,-85.832508,1
Elizabethtown,KY,37.730433,-85.88532,1
Elizabethtown,NC,34.619904,-78.590325,1
Elizabethtown,NC,34.632778,-78.624615,1
Elizabethtown,PA,40.139348,-76.589311,1
Elk City,OK,35.391074,-99.404943,1
Elk City,OK,35.39212,-99.42675,1
Elk City,OK,35.39248,-99.40571,1
Elk City,OK,35.411811,-99.413395,1
Elk City,OK,35.42231,-99.37219,1
Elk Grove,CA,38.40861,-121.379198,1
Elk Grove Village,IL,42.003548,-87.95951,1
Elk Grove Village,IL,42.021732,-87.957057,1
Elkhart,IN,41.6752,-86.00284,1
Elkhart,IN,41.708771,-85.972073,1
Elkhart,IN,41.719639,-85.972703,1
Elkins,WV,38.892328,-79.845789,1
Elko,NV,40.83757,-115.78954,1
Elko,NV,40.85103,-115.74498,1
Elkridge,MD,39.208926,-76.724769,1
Elkton,MD,39.598042,-75.817131,1
Elkton,MD,39.635133,-75.805571,1
Elkton,VA,38.40742,-78.62098,1
Elkview,WV,38.444792,-81.471072,1
Ellicott City,MD,39.250777,-76.813101,1
Ellicott City,MD,39.277705,-76.834387,1
Ellicott City,MD,39.279041,-76.860958,1
Ellicott City,MD,39.279623,-76.86153,1
Ellijay,GA,34.65509,-84.493233,1
Ellijay,GA,34.65825254,-84.490578,1
Ellijay,GA,34.677928,-84.47945,1
Ellsworth,ME,44.531866,-68.407984,1
Ellsworth,ME,44.538525,-68.415028,1
Ellwood City,PA,40.8619,-80.286889,1
Elmhurst,NY,40.747262,-73.884064,1
Elmont,NY,40.690328,-73.723623,1
Elmwood Park,IL,41.912178,-87.806366,1
Elmwood Park,IL,41.930946,-87.786908,1
Elmwood Park,NJ,40.897772,-74.103896,1
Elmwood Park,NJ,40.89862,-74.11234,1
Eloy,AZ,32.806598,-111.67189,1
Elsa,TX,26.293074,-97.992806,1
Elyria,OH,41.362957,-82.101028,1
Elyria,OH,41.367768,-82.108946,1
Elyria,OH,41.398144,-82.111019,1
Elyria,OH,41.4206,-82.0771,1
Emmett,ID,43.863452,-116.500085,1
Emmitsburg,MD,39.702421,-77.327782,1
Emporia,VA,36.699921,-77.544081,1
Emporia,VA,36.703902,-77.541463,1
Encinitas,CA,33.049628,-117.260182,1
Encinitas,CA,33.051949,-117.260994,1
Encino,CA,34.16217,-118.51723,1
Encino,CA,34.16469,-118.52474,1
Endicott,NY,42.1021,-76.0483,1
Endicott,NY,42.10531,-76.03019,1
Endicott,NY,42.105602,-76.0294,1
Endicott,NY,42.10713,-76.02056,1
Energy,IL,37.77743,-89.02603,1
Enfield,CT,42.021553,-72.540413,1
Englewood,CO,39.596381,-104.887213,1
Englewood,NJ,40.8954,-73.9766,1
Englewood,OH,39.86891,-84.29297,1
Englishtown,NJ,40.302787,-74.356993,1
Enid,OK,36.39212,-97.890148,1
Enid,OK,36.39761,-97.8159,1
Ennis,TX,32.329153,-96.624465,1
Ennis,TX,32.331047,-96.620697,1
Ennis,TX,32.333552,-96.616592,1
Enoree,SC,34.697903,-81.93827,1
Enosburg Falls,VT,44.913112,-72.796661,1
Enumclaw,WA,47.19851,-121.979049,1
Ephrata,PA,40.164651,-76.154297,1
Ephrata,WA,47.301664,-119.540441,1
Ephrata,WA,47.307533,-119.561141,1
Erie,PA,42.068814,-80.038942,1
Erie,PA,42.071115,-80.039596,1
Erie,PA,42.072191,-80.04191,1
Erie,PA,42.086667,-80.142521,1
Erie,PA,42.089303,-80.135565,1
Erie,PA,42.092031,-80.084087,1
Erie,PA,42.10202,-80.140725,1
Erie,PA,42.108355,-80.050799,1
Erie,PA,42.114222,-80.034149,1
Erie,PA,42.130325,-80.086874,1
Erie,PA,42.146291,-80.00426,1
Ermine,KY,37.123476,-82.782979,1
Erwin,NC,35.323504,-78.645019,1
Escanaba,MI,45.74582,-87.07014,1
Escanaba,MI,45.75263107,-87.07803212,1
Escondido,CA,33.1083,-117.0789,1
Escondido,CA,33.115141,-117.101221,1
Escondido,CA,33.1152,-117.1019,1
Escondido,CA,33.129989,-117.067386,1
Escondido,CA,33.1312,-117.0655,1
Escondido,CA,33.137366,-117.052738,1
Española,NM,35.996589,-106.065019,1
Española,NM,35.999298,-106.063231,1
Essex,MD,39.30762,-76.4433,1
Essex Junction,VT,44.507366,-73.086501,1
Estero,FL,26.432003,-81.789408,1
Eugene,OR,44.048007,-123.153908,1
Eugene,OR,44.048015,-123.145834,1
Eugene,OR,44.048019,-123.146154,1
Eugene,OR,44.048521,-123.154583,1
Eugene,OR,44.051655,-123.141106,1
Eugene,OR,44.080292,-123.06783,1
Eugene,OR,44.084669,-123.155932,1
Eugene,OR,44.08469,-123.16878,1
Eugene,OR,44.095702,-123.126687,1
Eugene,OR,44.098943,-123.129234,1
Eunice,LA,30.48697,-92.42648,1
Eunice,LA,30.494911,-92.435763,1
Eureka,CA,40.780674,-124.185734,1
Eureka,CA,40.80194,-124.16652,1
Eureka,MO,38.504591,-90.643431,1
Eustis,FL,28.823688,-81.691321,1
Eustis,FL,28.827276,-81.685362,1
Evans,CO,40.383037,-104.715055,1
Evans,GA,33.534703,-82.12697,1
Evansdale,IA,42.459722,-92.249806,1
Evanston,WY,41.257727,-110.985617,1
Evanston,WY,41.264699,-110.977718,1
Evansville,IN,37.961652,-87.493108,1
Evansville,IN,37.977571,-87.634586,1
Evansville,IN,37.98667,-87.492676,1
Evansville,IN,38.040812,-87.540047,1
Eveleth,MN,47.467601,-92.525511,1
Everett,MA,42.39792,-71.064023,1
Everett,MA,42.402206,-71.042238,1
Everett,MA,42.402328,-71.043819,1
Everett,WA,47.878605,-122.211698,1
Everett,WA,47.920706,-122.22995,1
Everett,WA,47.966993,-122.210502,1
Evergreen,CO,39.651885,-105.347064,1
Exeter,NH,42.990742,-70.929988,1
Exmore,VA,37.523204,-75.83216,1
Exton,PA,40.030127,-75.623315,1
Exton,PA,40.03444,-75.6336,1
Fair Oaks,CA,38.644489,-121.272724,1
Fairbanks,AK,64.835505,-147.81325,1
Fairbanks,AK,64.84024,-147.71043,2
Fairborn,OH,39.772122,-84.049711,1
Fairborn,OH,39.779771,-84.050756,1
Fairborn,OH,39.783394,-84.006478,1
Fairborn,OH,39.80607,-84.03013,1
Fairborn,OH,39.8291,-84.0253,1
Fairburn,GA,33.541525,-84.577051,1
Fairfax,VA,38.841471,-77.273415,1
Fairfax,VA,38.853833,-77.321556,1
Fairfax,VA,38.879508,-77.399867,1
Fairfield,CA,38.222779,-122.126506,1
Fairfield,CA,38.259527,-122.062146,1
Fairfield,CA,38.259836,-122.057588,1
Fairfield,CA,38.260137,-122.053517,1
Fairfield,CT,41.1801,-73.24704,1
Fairfield,OH,39.33725,-84.56127,1
Fairhaven,MA,41.639191,-70.886685,1
Fairless Hills,PA,40.169035,-74.849233,1
Fairless Hills,PA,40.170803,-74.85172,1
Fairless Hills,PA,40.173145,-74.853228,1
Fairmont,WV,39.431341,-80.186245,1
Fairmont,WV,39.431593,-80.185734,1
Fairport,NY,43.07055,-77.439709,1
Fairport,NY,43.129114,-77.44128,1
Fairview Heights,IL,38.592706,-89.97913,1
Fall River,MA,41.695641,-71.151622,1
Fallbrook,CA,33.366759,-117.250107,1
Falls Church,VA,38.8512,-77.1272,1
Falls Church,VA,38.868724,-77.144013,1
Falls Church,VA,38.871776,-77.227668,1
Falls Church,VA,38.873625,-77.22711,1
Falls Church,VA,38.874359,-77.226243,1
Falls Church,VA,38.887868,-77.179847,1
Falmouth,MA,41.55249,-70.6041,1
Far Rockaway,NY,40.608686,-73.753943,1
Fargo,ND,46.83973,-96.86286,1
Fargo,ND,46.845823,-96.799199,1
Fargo,ND,46.85234,-96.86068,1
Fargo,ND,46.861059,-96.819561,1
Fargo,ND,46.89022629,-96.80220355,1
Fargo,ND,46.905119,-96.801188,1
Faribault,MN,44.293146,-93.289314,1
Farmerville,LA,32.780256,-92.405515,1
Farmingdale,NY,40.72894,-73.464423,1
Farmington,CT,41.745027,-72.861334,1
Farmington,ME,44.64448,-70.15163,1
Farmington,MI,42.500184,-83.357749,1
Farmington,MO,37.789427,-90.429267,1
Farmington,MO,37.7911,-90.432989,1
Farmington,MO,37.792712,-90.437161,1
Farmington,NM,36.7648,-108.152429,1
Farmington,NM,36.764992,-108.152449,1
Farmville,NC,35.617254,-77.604836,1
Farmville,VA,37.27401,-78.40122,1
Farmville,VA,37.289041,-78.397491,1
Fayetteville,AR,36.0771,-94.1755,1
Fayetteville,AR,36.089566,-94.154186,1
Fayetteville,AR,36.106162,-94.145696,1
Fayetteville,AR,36.106276,-94.146329,1
Fayetteville,AR,36.123631,-94.149796,1
Fayetteville,GA,33.454607,-84.455007,1
Fayetteville,GA,33.468348,-84.442533,1
Fayetteville,GA,33.4755,-84.4397,1
Fayetteville,NC,35.004737,-78.915026,1
Fayetteville,NC,35.005266,-78.815447,1
Fayetteville,NC,35.026886,-79.052482,1
Fayetteville,NC,35.03713,-79.006832,1
Fayetteville,NC,35.044997,-78.926079,1
Fayetteville,NC,35.04512,-78.93162,1
Fayetteville,NC,35.055072,-78.884736,1
Fayetteville,NC,35.075289,-78.965904,1
Fayetteville,NC,35.07857,-78.940747,1
Fayetteville,NC,35.079984,-78.958051,1
Fayetteville,NC,35.101514,-78.990557,1
Fayetteville,NC,35.10727,-78.879354,1
Fayetteville,NC,35.1128,-78.880074,1
Fayetteville,NY,43.02978,-76.01843,1
Federal Way,WA,47.283719,-122.361187,1
Federal Way,WA,47.312964,-122.314274,1
Federal Way,WA,47.313544,-122.30725,1
Fennville,MI,42.594283,-86.101807,1
Fenton,MI,42.789763,-83.742202,1
Fenton,MI,42.81632,-83.70745,1
Fenton,MO,38.51,-90.437426,1
Fenton,MO,38.513119,-90.441099,1
Fenwick Island,DE,38.460278,-75.22111,1
Ferdinand,IN,38.210512,-86.864543,1
Fergus Falls,MN,46.27282,-96.05642,1
Fergus Falls,MN,46.29522,-96.077789,1
Festus,MO,38.21353844,-90.40835567,1
Findlay,OH,41.053452,-83.610926,1
Fishers,IN,39.927228,-86.02656,1
Fishers,IN,39.927862,-86.018433,1
Fishers,IN,39.953982,-86.040028,1
Fishers,IN,39.957089,-85.996779,1
Fishers,IN,39.977657,-86.003033,1
Fishers,IN,39.989718,-85.918952,1
Fitchburg,MA,42.5544,-71.7809,1
Fitchburg,MA,42.582414,-71.775218,1
Fitzgerald,GA,31.700147,-83.250732,1
Flagstaff,AZ,35.182835,-111.661309,1
Flagstaff,AZ,35.192109,-111.624197,1
Flagstaff,AZ,35.194324,-111.657081,1
Flemington,NJ,40.504184,-74.853794,1
Flint,MI,42.942841,-83.725989,1
Flint,MI,42.945527,-83.69153,1
Flint,MI,42.97742,-83.772017,1
Flint,MI,42.978149,-83.692894,1
Flint,MI,42.990574,-83.65351,1
Flint,MI,43.023113,-83.732028,1
Flint,MI,43.033107,-83.639926,1
Flint,MI,43.060634,-83.758043,1
Flint,MI,43.088438,-83.694148,1
Florence,KY,38.98829,-84.64188,1
Florence,KY,39.004641,-84.620742,1
Florence,KY,39.019712,-84.628729,1
Florence,OR,43.96732,-124.108692,1
Florence,OR,43.974386,-124.097926,1
Florence,OR,44.003145,-124.100431,1
Florence,SC,34.157462,-79.868445,1
Florence,SC,34.166264,-79.764406,1
Florence,SC,34.166512,-79.763886,1
Florence,SC,34.186117,-79.767365,1
Florence,SC,34.18876,-79.82402,1
Florissant,MO,38.772846,-90.305189,1
Florissant,MO,38.794712,-90.283066,1
Florissant,MO,38.8067,-90.297975,1
Florissant,MO,38.812397,-90.349045,1
Flourtown,PA,40.111177,-75.214144,1
Flower Mound,TX,33.041755,-97.044256,1
Flower Mound,TX,33.071401,-97.059489,1
Flowery Branch,GA,34.111108,-83.874827,1
Flowery Branch,GA,34.113731,-83.875289,1
Flowery Branch,GA,34.1752,-83.9107,1
Flushing,MI,43.06187,-83.85471,1
Follansbee,WV,40.3213,-80.595,1
Follansbee,WV,40.334354,-80.596133,1
Folsom,CA,38.64293,-121.19069,1
Folsom,CA,38.651476,-121.119795,1
Folsom,PA,39.888111,-75.328327,1
Fond du Lac,WI,43.76346,-88.46615,1
Fond du Lac,WI,43.783309,-88.412355,1
Fond du Lac,WI,43.7839,-88.47512,1
Fond du Lac,WI,43.78515,-88.48096,1
Fontana,CA,34.041412,-117.486543,1
Fontana,CA,34.069616,-117.435214,1
Fontana,CA,34.075035,-117.435042,1
Fontana,CA,34.084914,-117.435638,1
Fontana,CA,34.091528,-117.43637,1
Fontana,CA,34.092694,-117.436161,1
Fontana,CA,34.106165,-117.431013,1
Fontana,CA,34.106308,-117.489061,1
Fontana,CA,34.10666,-117.4892,1
Fontana,CA,34.148463,-117.474549,1
Forest City,IA,43.263813,-93.639559,1
Forest Hills,NY,40.711249,-73.854415,1
Forest Lake,MN,45.279877,-92.996436,1
Forney,TX,32.742924,-96.44661,1
Forsyth,GA,33.038166,-83.938809,1
Forsyth,GA,33.038225,-83.938822,1
Forsyth,IL,39.919195,-88.954619,1
Fort Belvoir,VA,38.724358,-77.150234,1
Fort Collins,CO,40.5253,-105.0714,1
Fort Collins,CO,40.539839,-105.076591,1
Fort Collins,CO,40.582488,-105.06552,1
Fort Collins,CO,40.586228,-105.077616,1
Fort George G Meade,MD,39.098024,-76.755445,1
Fort Lauderdale,FL,26.0976,-80.2509,1
Fort Lauderdale,FL,26.098711,-80.137082,1
Fort Lauderdale,FL,26.103025,-80.136783,1
Fort Lauderdale,FL,26.121054,-80.194055,1
Fort Lauderdale,FL,26.121851,-80.178286,1
Fort Lauderdale,FL,26.137758,-80.124733,1
Fort Lauderdale,FL,26.144478,-80.319518,1
Fort Lauderdale,FL,26.145904,-80.330358,1
Fort Lauderdale,FL,26.156667,-80.117736,1
Fort Lauderdale,FL,26.165,-80.2032,1
Fort Lauderdale,FL,26.166483,-80.149148,1
Fort Lauderdale,FL,26.168866,-80.29502,1
Fort Lauderdale,FL,26.188,-80.1563,1
Fort Lauderdale,FL,26.19333,-80.258704,1
Fort Lauderdale,FL,26.1942,-80.253279,1
Fort Lauderdale,FL,26.194901,-80.252177,1
Fort Lauderdale,FL,26.19682,-80.11105,1
Fort Lauderdale,FL,26.20309,-80.156324,1
Fort Lauderdale,FL,26.2047,-80.148005,1
Fort Lupton,CO,40.079796,-104.81853,1
Fort Mill,SC,35.06096875,-80.96264088,1
Fort Myers,FL,26.49206,-81.78898,1
Fort Myers,FL,26.518474,-81.943354,1
Fort Myers,FL,26.544799,-81.872195,1
Fort Myers,FL,26.586506,-81.874026,1
Fort Myers,FL,26.664217,-81.833472,1
Fort Pierce,FL,27.375601,-80.325798,1
Fort Pierce,FL,27.4357,-80.326,1
Fort Pierce,FL,27.438279,-80.348961,1
Fort Scott,KS,37.79675,-94.70744,1
Fort Smith,AR,35.295946,-94.386542,1
Fort Smith,AR,35.296049,-94.387805,1
Fort Smith,AR,35.338205,-94.422687,1
Fort Smith,AR,35.349001,-94.342281,1
Fort Smith,AR,35.355781,-94.357819,1
Fort Smith,AR,35.374492,-94.421323,1
Fort Smith,AR,35.385245,-94.403232,1
Fort Walton Beach,FL,30.4044,-86.6157,1
Fort Walton Beach,FL,30.44787,-86.638646,1
Fort Walton Beach,FL,30.450594,-86.638436,1
Fort Washington,MD,38.75852,-76.99477,1
Fort Wayne,IN,41.020676,-85.168742,1
Fort Wayne,IN,41.030926,-85.259507,1
Fort Wayne,IN,41.07529,-85.146929,1
Fort Wayne,IN,41.07561,-85.142653,1
Fort Wayne,IN,41.075823,-85.142875,1
Fort Wayne,IN,41.077253,-85.137446,1
Fort Wayne,IN,41.096316,-85.154096,1
Fort Wayne,IN,41.105777,-85.115845,1
Fort Wayne,IN,41.121435,-85.13557,1
Fort Wayne,IN,41.122106,-85.135091,1
Fort Wayne,IN,41.133144,-85.136897,1
Fort Wayne,IN,41.139772,-85.1622,1
Fort Wayne,IN,41.149584,-85.063694,1
Fort Wayne,IN,41.177339,-85.132197,1
Fort Wayne,IN,41.179751,-85.105221,1
Fort Worth,TX,32.633972,-97.369888,1
Fort Worth,TX,32.650927,-97.375115,1
Fort Worth,TX,32.660601,-97.273618,1
Fort Worth,TX,32.705696,-97.352636,1
Fort Worth,TX,32.733844,-97.319828,1
Fort Worth,TX,32.758332,-97.166618,1
Fort Worth,TX,32.758584,-97.479125,1
Fort Worth,TX,32.809844,-97.425247,1
Fort Worth,TX,32.82272,-97.05834,1
Fort Worth,TX,32.8407,-97.3429,1
Fort Worth,TX,32.853765,-97.361343,1
Fort Worth,TX,32.860374,-97.313083,1
Fortuna,CA,40.580032,-124.146682,1
Fostoria,OH,41.164302,-83.421133,1
Fountain Hills,AZ,33.568985,-111.709233,1
Fountain Hills,AZ,33.569365,-111.709287,1
Fountain Inn,SC,34.68534,-82.19727,1
Fountain Valley,CA,33.701435,-117.9541,1
Fountain Valley,CA,33.701903,-117.932662,1
Fountain Valley,CA,33.7128,-117.955,1
Fountain Valley,CA,33.71592,-117.965183,1
Fountain Valley,CA,33.716313,-117.955839,1
Fox Lake,IL,42.362774,-88.16248,1
Frackville,PA,40.768785,-76.223857,1
Framingham,MA,42.278446,-71.407199,1
Framingham,MA,42.300348,-71.408433,1
Frankenmuth,MI,43.341157,-83.738219,1
Frankfort,IL,41.506394,-87.804916,1
Frankfort,KY,38.178962,-84.894596,1
Frankfort,KY,38.201604,-84.832432,1
Frankfort,NY,43.074814,-75.098029,1
Franklin,IN,39.485432,-86.064191,1
Franklin,IN,39.491464,-86.064212,1
Franklin,IN,39.494257,-86.06435,1
Franklin,KY,36.708815,-86.576238,1
Franklin,KY,36.727548,-86.578009,1
Franklin,MA,42.0807,-71.388,1
Franklin,MI,42.519366,-83.223408,1
Franklin,TN,35.91428,-86.826808,1
Franklin,TN,35.94416,-86.820688,1
Franklin,TN,35.945645,-86.828258,1
Franklin,WI,42.914237,-88.009744,1
Franklin Park,NJ,40.43002763,-74.55639839,1
Franklin Square,NY,40.707514,-73.676553,1
Franklinton,LA,30.843959,-90.16094,1
Fraser,MI,42.552734,-82.964738,1
Frederick,MD,39.32567,-77.34894,1
Frederick,MD,39.41247,-77.41153,1
Frederick,MD,39.418888,-77.45781,1
Frederick,MD,39.429866,-77.433061,1
Fredericksburg,TX,30.257639,-98.852392,1
Fredericksburg,VA,38.225912,-77.503549,1
Fredericksburg,VA,38.23403,-77.50437,1
Fredericksburg,VA,38.292168,-77.568385,1
Fredericksburg,VA,38.29226,-77.57005,1
Fredericksburg,VA,38.292937,-77.513196,1
Fredericksburg,VA,38.293087,-77.521158,1
Fredericksburg,VA,38.305008,-77.509345,1
Fredericksburg,VA,38.307686,-77.480634,1
Fredericksburg,VA,38.332845,-77.478552,1
Fredonia,NY,42.455818,-79.310045,1
Freedom,CA,36.932879,-121.770865,1
Freeport,IL,42.272672,-89.63141,1
Freeport,IL,42.301622,-89.643122,1
Freeport,TX,28.97541,-95.37359,1
Fremont,CA,37.490953,-121.928294,1
Fremont,CA,37.511321,-121.94799,1
Fremont,CA,37.520226,-121.985664,1
Fremont,CA,37.532711,-121.958591,1
Fremont,CA,37.548317,-121.989071,1
Fremont,CA,37.552478,-121.978771,1
Fremont,CA,37.559385,-122.01073,1
Fremont,CA,37.560793,-122.011408,1
Fremont,CA,37.561644,-122.012748,1
Fremont,CA,37.562065,-122.010574,1
Fremont,CA,37.571045,-122.031715,1
Fremont,MI,43.467121,-85.950091,1
Fremont,NE,41.435241,-96.497046,1
Fremont,OH,41.355886,-83.134343,1
Fremont,OH,41.3735,-83.118,1
Fremont,WI,44.259712,-88.86525,1
Fresh Meadows,NY,40.739507,-73.785963,1
Fresno,CA,36.73512,-119.70085,1
Fresno,CA,36.735702,-119.744933,1
Fresno,CA,36.736,-119.748,1
Fresno,CA,36.74358,-119.78998,1
Fresno,CA,36.765382,-119.790817,1
Fresno,CA,36.771681,-119.864043,1
Fresno,CA,36.807804,-119.85531,1
Fresno,CA,36.808837,-119.871155,1
Fresno,CA,36.809254,-119.788191,1
Fresno,CA,36.814613,-119.790654,1
Fresno,CA,36.835745,-119.78975,1
Fresno,CA,36.837453,-119.802736,1
Fresno,CA,36.837705,-119.847535,1
Fresno,CA,36.838733,-119.847902,1
Fresno,CA,36.851564,-119.775033,1
Fresno,CA,36.851734,-119.77295,1
Friendswood,TX,29.463398,-95.227915,1
Frisco,TX,33.105237,-96.805055,1
Frisco,TX,33.141576,-96.804033,1
Frisco,TX,33.14931,-96.8036,1
Frostburg,MD,39.642962,-78.909752,1
Fruitport,MI,43.153785,-86.198768,1
